"trip_id","transport_type","origin_station","destination_station","actual_arrival_delay_min","weather_condition","temperature_C","humidity_percent","wind_speed_kmh","precipitation_mm","event_type","peak_hour","is_late"
"T00255","Tram","Station_50","Station_19",17,"Snow",7.16,NA,9.91,14.21,"Festival",0,TRUE
"T00256","Tram","Station_26","Station_26",-3,"Fog",24.47,NA,12.4,1.37,"No Event",0,FALSE
"T00257","Train","Station_49","Station_11",16,"Snow",12.67,55.4,16.65,14.58,"Concert",0,TRUE
"T00258","Metro","Station_50","Station_40",0,"Fog",20.79,51.83,25.13,1.92,"No Event",0,FALSE
"T00259","Tram","Station_5","Station_50",-5,"Clear",23.73,50.51,22.88,1.33,"No Event",0,FALSE
"T00260","Bus","Station_20","Station_43",23,"Snow",7.42,49.56,9.38,15.56,"No Event",0,TRUE
"T00261","Train","Station_41","Station_11",7,"Storm",15.63,58.73,48.19,15.09,"No Event",0,TRUE
"T00262","Bus","Station_11","Station_45",31,"Snow",-6.05,47.83,5.05,14.63,"Sports",0,TRUE
"T00263","Bus","Station_33","Station_3",14,"Snow",11.61,48.36,17.18,14.92,"No Event",0,TRUE
"T00264","Tram","Station_50","Station_12",6,"Fog",24.91,58.06,16.39,1.94,"No Event",0,TRUE
"T00265","Train","Station_38","Station_3",2,"Cloudy",23.51,51.39,20.21,2.05,"No Event",0,FALSE
"T00266","Metro","Station_27","Station_42",2,"Clear",NA,58.63,11.43,2.23,"Concert",0,FALSE
"T00267","Metro","Station_34","Station_27",12,"Snow",5.59,43.87,23.56,15.37,"No Event",0,TRUE
"T00268","Tram","Station_15","Station_49",-4,"Cloudy",25.76,54.84,15.26,2.69,"No Event",0,FALSE
"T00269","Tram","Station_32","Station_2",7,"Rain",18.06,53.36,21.77,7.33,"Festival",0,TRUE
"T00270","Train","Station_21","Station_49",1,"Clear",20.14,58.45,19.63,1.48,"No Event",0,FALSE
"T00271","Metro","Station_46","Station_16",8,"Clear",22.21,50.66,19.14,2.18,"Festival",0,TRUE
"T00272","Metro","Station_5","Station_2",-8,"Fog",16.27,57.56,9.96,2.05,"No Event",0,FALSE
"T00273","Metro","Station_6","Station_30",14,"Snow",4.9,56.55,13.78,14.75,"Concert",0,TRUE
"T00274","Bus","Station_38","Station_20",9,"Rain",20.15,47.35,14.86,-6.06,"No Event",0,TRUE
"T00275","Metro","Station_22","Station_38",-4,"Fog",18.58,61.5,15.99,2.2,"Protest",0,FALSE
"T00276","Bus","Station_18","Station_28",19,"Storm",14.28,49.73,51.83,26.7,"No Event",0,TRUE
"T00277","Train","Station_14","Station_25",-3,"Cloudy",28.33,61.9,15.77,1.84,"No Event",0,FALSE
"T00278","Bus","Station_10","Station_32",-4,"Cloudy",15.46,59.14,4.47,2.24,"No Event",0,FALSE
"T00279","Train","Station_46","Station_10",-6,"Fog",29.49,56.99,25.09,1.35,"Protest",0,FALSE
"T00280","Metro","Station_13","Station_42",10,"Cloudy",23.77,58.09,11.74,1.5,"Festival",0,TRUE
"T00281","Metro","Station_31","Station_40",6,"Snow",6.43,52.58,9.99,13.76,"No Event",0,TRUE
"T00282","Train","Station_30","Station_33",-8,"Cloudy",17.64,49.81,17.51,NA,"No Event",0,FALSE
"T00283","Tram","Station_3","Station_13",23,"Snow",14.64,48.76,0.9,15.29,"Sports",0,TRUE
"T00284","Train","Station_30","Station_41",25,"Storm",16.49,53.79,42.79,26.16,"Festival",0,TRUE
"T00285","Tram","Station_6","Station_42",12,"Rain",23.46,45.77,18.85,7.78,"Concert",0,TRUE
"T00286","Bus","Station_29","Station_47",6,"Clear",20.22,45.61,12.64,1.75,"Festival",0,TRUE
"T00287","Bus","Station_8","Station_37",11,"Fog",25.87,52.08,11.62,1.91,"No Event",0,TRUE
"T00288","Bus","Station_44","Station_16",-2,"Fog",23.46,59.14,19.13,1.61,"No Event",0,FALSE
"T00289","Metro","Station_45","Station_45",2,"Snow",-2.63,42.81,15.7,17.11,"No Event",0,FALSE
"T00290","Bus","Station_43","Station_22",35,"Storm",11.33,47.79,17,28.98,"Concert",0,TRUE
"T00291","Tram","Station_44","Station_20",13,"Storm",27.67,53.38,48.18,NA,"No Event",0,TRUE
"T00292","Bus","Station_33","Station_50",21,"Clear",21.96,57.61,NA,2.27,"No Event",0,TRUE
"T00293","Train","Station_17","Station_43",1,"Rain",18.03,50.37,10.09,8.44,"No Event",0,FALSE
"T00294","Train","Station_48","Station_27",-7,"Fog",29.37,49.45,11.31,1.88,"No Event",0,FALSE
"T00295","Metro","Station_11","Station_41",16,"Snow",-1.14,49.43,15.44,15.25,"No Event",0,TRUE
"T00296","Train","Station_13","Station_16",16,"Storm",13.15,44.78,37.97,37.13,"No Event",0,TRUE
"T00297","Tram","Station_50","Station_34",4,"Fog",33.7,49.35,2.7,2.21,"Festival",0,FALSE
"T00298","Bus","Station_11","Station_32",9,"Snow",4.86,50.32,8.16,16.22,"No Event",0,TRUE
"T00299","Metro","Station_31","Station_26",-1,"Cloudy",21.49,55.89,11.81,1.74,"No Event",0,FALSE
"T00300","Bus","Station_28","Station_25",14,"Fog",27.73,46.65,16.1,1.92,"Concert",1,TRUE
"T00301","Bus","Station_44","Station_2",14,"Rain",NA,42.55,10.7,4.8,"Festival",1,TRUE
"T00302","Tram","Station_6","Station_12",24,"Snow",6.36,46.34,18.52,15.8,"Concert",1,TRUE
"T00303","Train","Station_41","Station_40",3,"Rain",11.85,54.58,8.81,7.85,"No Event",1,FALSE
"T00304","Train","Station_16","Station_9",2,"Fog",NA,54.39,4.95,1.89,"Festival",0,FALSE
"T00305","Bus","Station_4","Station_12",13,"Cloudy",21.57,43.45,9.35,1.78,"No Event",0,TRUE
"T00306","Metro","Station_35","Station_26",-1,"Rain",30.12,48.08,10.05,3.03,"No Event",0,FALSE
"T00307","Train","Station_48","Station_9",22,"Storm",18.4,52.25,41.62,17.09,"Concert",0,TRUE
"T00308","Metro","Station_26","Station_10",4,"Snow",2,53.34,13.73,14.38,"Sports",0,FALSE
"T00309","Train","Station_12","Station_32",-13,"Fog",24.89,55.38,14.44,1.81,"No Event",0,FALSE
"T00310","Metro","Station_11","Station_34",11,"Cloudy",21.86,60.36,14,2.37,"Festival",0,TRUE
"T00311","Tram","Station_37","Station_48",14,"Storm",NA,46.48,39.91,9.83,"Concert",0,TRUE
"T00312","Metro","Station_25","Station_20",0,"Fog",25.41,52.46,22.77,1.85,"Festival",0,FALSE
"T00313","Tram","Station_18","Station_39",-1,"Cloudy",24.92,49.79,12.16,1.09,"No Event",0,FALSE
"T00314","Tram","Station_19","Station_2",10,"Storm",10.49,52.8,42.21,17.36,"No Event",0,TRUE
"T00315","Metro","Station_23","Station_1",6,"Rain",12.57,44.69,18.86,11.7,"No Event",0,TRUE
"T00316","Tram","Station_38","Station_36",-5,"Fog",26.22,59.44,19.9,1.76,"No Event",0,FALSE
"T00317","Bus","Station_18","Station_24",8,"Fog",22.07,54.26,13.79,2.08,"No Event",0,TRUE
"T00318","Tram","Station_26","Station_27",14,"Rain",12.53,56.85,11.62,9.9,"Sports",0,TRUE
"T00319","Train","Station_6","Station_2",16,"Clear",16.07,49.4,15.95,2.48,"Concert",0,TRUE
"T00320","Metro","Station_4","Station_31",15,"Storm",1.55,56.31,47.84,36.16,"No Event",0,TRUE
"T00321","Bus","Station_44","Station_14",-2,"Rain",18.54,57.14,12.43,4.91,"No Event",0,FALSE
"T00322","Metro","Station_29","Station_2",-3,"Fog",18.16,48.44,23.54,1.87,"No Event",0,FALSE
"T00323","Train","Station_34","Station_29",15,"Storm",18.06,50.62,31.06,23.54,"Festival",0,TRUE
"T00324","Train","Station_17","Station_15",9,"Storm",19.24,58.08,42.9,11.42,"No Event",0,TRUE
"T00325","Train","Station_43","Station_12",8,"Clear",15.82,49.97,9.44,1.89,"Concert",0,TRUE
"T00326","Tram","Station_43","Station_37",8,"Fog",30.3,51.89,19.77,2.41,"Concert",0,TRUE
"T00327","Tram","Station_16","Station_28",1,"Cloudy",16.85,44.39,24.6,1.79,"No Event",0,FALSE
"T00328","Metro","Station_2","Station_20",-1,"Clear",21.93,47.6,NA,1.94,"No Event",0,FALSE
"T00329","Metro","Station_34","Station_39",-7,"Clear",25.31,55.79,13.62,2.05,"No Event",0,FALSE
"T00330","Bus","Station_8","Station_24",22,"Cloudy",17.36,61.71,13.84,2.07,"Protest",0,TRUE
"T00331","Bus","Station_13","Station_21",1,"Cloudy",33.11,50.33,17.12,2.13,"Sports",0,FALSE
"T00332","Metro","Station_42","Station_10",1,"Clear",23.7,54.2,17.12,1.96,"Sports",0,FALSE
"T00333","Tram","Station_8","Station_46",21,"Storm",4.3,52.07,46.26,22.2,"Sports",0,TRUE
"T00334","Train","Station_30","Station_14",0,"Rain",18.03,50.19,18.41,3.98,"No Event",0,FALSE
"T00335","Metro","Station_32","Station_37",-1,"Rain",26.38,48.61,11.1,7.23,"No Event",0,FALSE
"T00336","Bus","Station_36","Station_18",11,"Clear",22.47,53.8,8.66,1.87,"Festival",0,TRUE
"T00337","Tram","Station_47","Station_24",7,"Storm",9.05,55.11,45.8,19.78,"Protest",0,TRUE
"T00338","Metro","Station_30","Station_14",-4,"Cloudy",17.84,47.24,9.39,1.81,"Concert",0,FALSE
"T00339","Metro","Station_1","Station_34",15,"Snow",-1.23,52.82,2.41,15.38,"Concert",0,TRUE
"T00340","Tram","Station_43","Station_12",-3,"Clear",32.1,47.25,12.87,1.93,"No Event",1,FALSE
"T00341","Metro","Station_39","Station_22",12,"Fog",21.65,52.46,14.5,2.19,"No Event",1,TRUE
"T00342","Tram","Station_17","Station_6",21,"Storm",16.43,56.44,40.96,11.37,"Concert",1,TRUE
"T00343","Train","Station_20","Station_36",10,"Fog",11.08,44.89,14.33,1.68,"Festival",1,TRUE
"T00344","Tram","Station_24","Station_45",-4,"Fog",21.03,56.8,14.09,2.2,"No Event",0,FALSE
"T00345","Tram","Station_50","Station_36",-2,"Clear",23.72,52.39,15.36,2.5,"No Event",0,FALSE
"T00346","Tram","Station_22","Station_22",15,"Storm",6.13,53.26,34.44,25.52,"No Event",0,TRUE
"T00347","Metro","Station_29","Station_14",-6,"Fog",30.26,49.48,16.3,1.83,"No Event",0,FALSE
"T00348","Metro","Station_22","Station_16",12,"Storm",20.38,53.69,NA,25.06,"No Event",0,TRUE
"T00349","Tram","Station_44","Station_36",12,"Rain",21.5,54.57,11.95,5.76,"Parade",0,TRUE
"T00350","Metro","Station_9","Station_25",16,"Snow",7.33,63.07,10.51,15.02,"Protest",0,TRUE
"T00351","Bus","Station_37","Station_32",9,"Fog",25.67,47.64,19.42,2.05,"Festival",0,TRUE
"T00352","Bus","Station_10","Station_33",18,"Fog",15.07,46.56,13.52,2.2,"Concert",0,TRUE
"T00353","Metro","Station_36","Station_45",10,"Storm",NA,50.89,34.11,19.93,"No Event",0,TRUE
"T00354","Metro","Station_37","Station_36",16,"Snow",10.74,49.32,14.78,15.07,"Parade",0,TRUE
"T00355","Tram","Station_28","Station_20",-2,"Rain",5.59,53.7,19.62,4.03,"No Event",0,FALSE
"T00356","Train","Station_28","Station_18",8,"Fog",18.06,47.74,14.41,1.86,"Festival",0,TRUE
"T00357","Metro","Station_42","Station_38",-3,"Clear",20.44,52.89,9.63,1.4,"Sports",0,FALSE
"T00358","Bus","Station_43","Station_3",24,"Storm",13.76,43.18,55.92,24.65,"No Event",0,TRUE
"T00359","Tram","Station_21","Station_23",14,"Storm",9.79,54.04,61.64,14.3,"No Event",0,TRUE
"T00360","Metro","Station_24","Station_32",-4,"Fog",29.36,58.26,17.35,2.29,"No Event",0,FALSE
"T00361","Bus","Station_42","Station_45",0,"Rain",25.51,53.45,17.89,4.53,"No Event",0,FALSE
"T00362","Bus","Station_40","Station_16",-2,"Fog",23.79,48.13,14.73,1.6,"No Event",0,FALSE
"T00363","Train","Station_2","Station_5",7,"Cloudy",32.28,60.85,17.77,2.21,"Festival",0,TRUE
"T00364","Tram","Station_8","Station_4",-2,"Fog",28.15,46.37,9.68,2.05,"Sports",0,FALSE
"T00365","Tram","Station_48","Station_21",6,"Snow",-6.01,56.95,22.41,15.4,"No Event",0,TRUE
"T00366","Train","Station_27","Station_40",10,"Snow",-5.79,43.74,12.6,14.68,"No Event",0,TRUE
"T00367","Train","Station_22","Station_14",4,"Cloudy",16.1,55.41,18.1,2.35,"Concert",0,FALSE
"T00368","Tram","Station_37","Station_39",7,"Snow",-4.34,45.33,18.36,14.86,"No Event",0,TRUE
"T00369","Tram","Station_27","Station_31",7,"Snow",-1.39,48.11,15.39,15.38,"No Event",0,TRUE
"T00370","Metro","Station_29","Station_14",2,"Clear",33.88,62.51,13.38,2.57,"Concert",0,FALSE
"T00371","Metro","Station_3","Station_6",18,"Storm",7.88,57.12,33.02,29.61,"No Event",0,TRUE
"T00372","Train","Station_44","Station_12",8,"Snow",-1.14,49.89,17.42,15.16,"No Event",0,TRUE
"T00373","Metro","Station_13","Station_16",6,"Storm",12.75,55.86,41.02,15.23,"No Event",0,TRUE
"T00374","Bus","Station_45","Station_17",10,"Rain",30.35,50.64,20.2,5.32,"No Event",0,TRUE
"T00375","Metro","Station_10","Station_45",5,"Fog",21.17,55.91,22.02,1.81,"No Event",0,TRUE
"T00376","Metro","Station_36","Station_23",-6,"Clear",33.9,57.05,4.4,2.02,"No Event",0,FALSE
"T00377","Bus","Station_9","Station_14",15,"Cloudy",15.74,45.48,12.71,1.97,"No Event",0,TRUE
"T00378","Train","Station_27","Station_7",11,"Rain",21.44,49.66,10.25,2.89,"Festival",0,TRUE
"T00379","Bus","Station_34","Station_46",25,"Clear",19.18,52.36,2.77,1.64,"Sports",0,TRUE
"T00380","Metro","Station_1","Station_32",2,"Clear",24.84,57.25,18.7,1.92,"Concert",0,FALSE
"T00381","Train","Station_32","Station_15",3,"Cloudy",NA,50.45,1.91,1.92,"No Event",0,FALSE
"T00382","Metro","Station_25","Station_44",-8,"Cloudy",24.46,54.77,13.9,2.09,"No Event",0,FALSE
"T00383","Bus","Station_29","Station_17",10,"Storm",7.64,38.13,56.79,NA,"No Event",0,TRUE
"T00384","Bus","Station_7","Station_41",5,"Fog",26.18,53.58,19.94,2.05,"Protest",0,TRUE
"T00385","Metro","Station_49","Station_47",0,"Rain",9.84,51.55,10.59,12.02,"No Event",0,FALSE
"T00386","Tram","Station_3","Station_44",-7,"Fog",18.05,53.13,20.44,2.62,"No Event",0,FALSE
"T00387","Tram","Station_20","Station_34",-9,"Rain",18.09,54.26,26.91,7.02,"No Event",0,FALSE
"T00388","Bus","Station_20","Station_5",25,"Clear",22.9,49.41,23.92,2.35,"Festival",0,TRUE
"T00389","Bus","Station_30","Station_45",11,"Snow",7.64,49.12,23.52,15.81,"Festival",0,TRUE
"T00390","Tram","Station_35","Station_27",4,"Snow",4.46,49.63,16.21,15.75,"No Event",0,FALSE
"T00391","Tram","Station_35","Station_23",2,"Cloudy",20.02,49.88,12.02,2.49,"Sports",0,FALSE
"T00392","Metro","Station_49","Station_40",-6,"Cloudy",23.41,46.71,8.88,2.3,"No Event",0,FALSE
"T00393","Metro","Station_39","Station_14",-1,"Clear",21.25,49.88,19.15,2.16,"No Event",0,FALSE
"T00394","Tram","Station_27","Station_15",1,"Clear",28.17,52.29,22.64,2.14,"No Event",0,FALSE
"T00395","Metro","Station_26","Station_43",1,"Rain",20.91,52.73,18.55,4.41,"No Event",0,FALSE
"T00396","Metro","Station_14","Station_33",0,"Clear",27.05,49.73,17.85,1.84,"No Event",1,FALSE
"T00397","Train","Station_17","Station_31",20,"Rain",15.11,57.69,17.93,8.82,"Festival",1,TRUE
"T00398","Metro","Station_18","Station_35",5,"Fog",20.08,53.01,8.82,1.91,"Protest",1,TRUE
"T00399","Bus","Station_45","Station_17",3,"Cloudy",20.7,60.85,18.77,1.63,"No Event",1,FALSE
"T00400","Metro","Station_29","Station_28",2,"Cloudy",29.2,55.14,12.57,2.07,"No Event",0,FALSE
"T00401","Metro","Station_20","Station_19",7,"Snow",6.38,41.22,9.72,15.91,"No Event",0,TRUE
"T00402","Tram","Station_27","Station_46",5,"Snow",18.95,46.15,16.71,15.66,"No Event",0,TRUE
"T00403","Bus","Station_18","Station_23",2,"Cloudy",27.81,55.75,14.9,2.18,"Festival",0,FALSE
"T00404","Metro","Station_4","Station_32",1,"Fog",24.98,58.84,9.24,2.6,"No Event",0,FALSE
"T00405","Metro","Station_1","Station_40",11,"Fog",27.96,57.22,11.69,2.04,"Concert",0,TRUE
"T00406","Train","Station_50","Station_13",31,"Storm",15.59,53.44,52.63,13.9,"No Event",0,TRUE
"T00407","Metro","Station_1","Station_20",3,"Rain",21.91,60.88,11.2,8.76,"No Event",0,FALSE
"T00408","Metro","Station_26","Station_35",2,"Snow",19.78,51.5,10.59,14.7,"No Event",0,FALSE
"T00409","Train","Station_45","Station_5",12,"Rain",22.92,55.09,26.74,2.75,"Festival",0,TRUE
"T00410","Tram","Station_20","Station_9",9,"Snow",14.64,NA,16.8,14,"Sports",0,TRUE
"T00411","Metro","Station_23","Station_29",12,"Storm",15.83,60.28,43.75,31.3,"No Event",0,TRUE
"T00412","Train","Station_10","Station_6",-1,"Cloudy",20.42,58.41,18.26,1.79,"Protest",0,FALSE
"T00413","Bus","Station_11","Station_25",22,"Rain",14.68,58.08,24.43,12.74,"Festival",0,TRUE
"T00414","Tram","Station_41","Station_31",5,"Snow",15.28,49.2,14.26,15.15,"No Event",0,TRUE
"T00415","Bus","Station_41","Station_22",8,"Rain",22.94,53.94,11.52,7.82,"No Event",0,TRUE
"T00416","Bus","Station_5","Station_2",15,"Cloudy",26.8,54.32,10.49,1.55,"No Event",0,TRUE
"T00417","Train","Station_1","Station_45",-1,"Clear",30.49,61.34,9.52,2.35,"No Event",0,FALSE
"T00418","Metro","Station_17","Station_5",22,"Snow",NA,47.94,19.04,15.17,"Concert",0,TRUE
"T00419","Train","Station_22","Station_27",-5,"Clear",28.02,51.32,NA,2.23,"No Event",0,FALSE
"T00420","Train","Station_34","Station_25",6,"Storm",14.87,51.58,32.1,27.26,"No Event",0,TRUE
"T00421","Train","Station_45","Station_8",-2,"Fog",24.22,53.14,17.02,1.65,"No Event",0,FALSE
"T00422","Train","Station_41","Station_1",4,"Rain",26.36,51.64,16.23,3.5,"No Event",0,FALSE
"T00423","Tram","Station_29","Station_20",9,"Snow",-4.51,54.82,15.18,14.73,"No Event",0,TRUE
"T00424","Metro","Station_4","Station_44",12,"Rain",18.14,60.57,24.12,11.18,"Concert",0,TRUE
"T00425","Bus","Station_5","Station_23",14,"Storm",9.98,55.1,54.18,23.39,"No Event",0,TRUE
"T00426","Bus","Station_11","Station_32",30,"Storm",17.82,52.58,39.84,8.99,"No Event",0,TRUE
"T00427","Metro","Station_21","Station_11",5,"Rain",21.59,50.53,9.5,10.69,"No Event",0,TRUE
"T00428","Bus","Station_35","Station_39",33,"Snow",4.79,51.64,9.06,14.76,"Festival",0,TRUE
"T00429","Metro","Station_12","Station_47",-6,"Cloudy",NA,54.28,NA,1.63,"No Event",0,FALSE
"T00430","Bus","Station_26","Station_24",22,"Cloudy",29.06,59.37,17.21,NA,"No Event",0,TRUE
"T00431","Train","Station_19","Station_11",-2,"Fog",22.05,49.61,15.7,2.06,"No Event",0,FALSE
"T00432","Bus","Station_45","Station_29",13,"Rain",11.16,52.62,12.86,4.87,"No Event",0,TRUE
"T00433","Metro","Station_7","Station_26",1,"Rain",16.69,51.34,19.75,0.32,"No Event",0,FALSE
"T00434","Metro","Station_47","Station_16",8,"Snow",7.01,54.21,16.87,15.35,"Concert",0,TRUE
"T00435","Metro","Station_7","Station_35",2,"Rain",22.74,NA,12.71,-1.08,"Protest",0,FALSE
"T00436","Metro","Station_26","Station_20",14,"Snow",2.08,43.58,13.47,15.22,"No Event",1,TRUE
"T00437","Metro","Station_40","Station_46",5,"Rain",14.41,50.42,12.59,5.16,"No Event",1,TRUE
"T00438","Tram","Station_5","Station_3",16,"Storm",13.83,53.56,46.8,16.7,"Sports",1,TRUE
"T00439","Tram","Station_21","Station_1",8,"Clear",23.67,50.15,NA,NA,"No Event",1,TRUE
"T00440","Bus","Station_14","Station_47",5,"Rain",19.83,NA,12.8,0.0499999999999998,"No Event",0,TRUE
"T00441","Metro","Station_4","Station_1",-7,"Clear",26.98,58.82,15.53,1.99,"No Event",0,FALSE
"T00442","Bus","Station_23","Station_17",13,"Cloudy",15.26,54.85,NA,1.92,"Festival",0,TRUE
"T00443","Metro","Station_42","Station_2",-7,"Fog",19.42,50.11,17.09,1.71,"Protest",0,FALSE
"T00444","Metro","Station_20","Station_29",-5,"Cloudy",26.53,56.32,26.4,2.1,"No Event",0,FALSE
"T00445","Tram","Station_15","Station_20",-1,"Rain",18.92,53.85,9.04,11.31,"No Event",0,FALSE
"T00446","Tram","Station_50","Station_6",20,"Snow",9.38,NA,18.9,15.82,"Sports",0,TRUE
"T00447","Train","Station_45","Station_8",-1,"Cloudy",23.85,53.98,13.62,2.14,"No Event",0,FALSE
"T00448","Tram","Station_29","Station_29",10,"Storm",18.46,51.75,43.83,23.65,"Sports",0,TRUE
"T00449","Train","Station_8","Station_48",-7,"Clear",22.02,52.76,12.77,1.49,"No Event",0,FALSE
"T00450","Train","Station_41","Station_33",18,"Snow",0.140000000000001,45.55,13.65,16.26,"Parade",0,TRUE
"T00451","Train","Station_48","Station_3",8,"Snow",1.41,46.56,27.43,14.68,"Sports",0,TRUE
"T00452","Train","Station_19","Station_35",7,"Rain",20.73,57.86,17.68,9.16,"No Event",0,TRUE
"T00453","Train","Station_48","Station_5",15,"Storm",13.86,51.97,46.25,17.97,"No Event",0,TRUE
"T00454","Bus","Station_39","Station_27",-4,"Clear",26,55.11,10.09,2.27,"No Event",0,FALSE
"T00455","Tram","Station_46","Station_44",13,"Storm",9.98,60.94,35.23,30.24,"No Event",0,TRUE
"T00456","Train","Station_28","Station_12",4,"Cloudy",21.91,55.47,4.28,1.69,"Concert",0,FALSE
"T00457","Metro","Station_46","Station_20",3,"Rain",28.46,58.55,10.08,11.42,"No Event",0,FALSE
"T00458","Tram","Station_27","Station_45",13,"Snow",6.75,49.89,8.99,14.79,"Concert",0,TRUE
"T00459","Tram","Station_4","Station_20",14,"Snow",11.01,51.15,13.62,14.16,"No Event",0,TRUE
"T00460","Train","Station_15","Station_9",6,"Cloudy",18.81,57.01,11.94,1.69,"Sports",0,TRUE
"T00461","Bus","Station_35","Station_39",13,"Snow",9.48,45.81,4.81,12.92,"No Event",0,TRUE
"T00462","Train","Station_37","Station_4",1,"Fog",27.58,49.43,15.91,1.52,"Sports",0,FALSE
"T00463","Bus","Station_1","Station_19",17,"Rain",NA,61.05,11.13,3.98,"No Event",0,TRUE
"T00464","Metro","Station_3","Station_38",2,"Cloudy",28.58,62.6,17.25,2.66,"No Event",0,FALSE
"T00465","Tram","Station_47","Station_27",1,"Rain",17.93,40.54,11.14,5.85,"No Event",0,FALSE
"T00466","Metro","Station_24","Station_45",-2,"Clear",25.91,56.07,12.1,2.15,"No Event",0,FALSE
"T00467","Bus","Station_27","Station_43",-3,"Rain",20.98,52.41,8.12,11.95,"No Event",0,FALSE
"T00468","Bus","Station_40","Station_13",22,"Rain",19.47,52.4,14.5,3.77,"No Event",0,TRUE
"T00469","Metro","Station_36","Station_13",28,"Clear",24.68,48.66,17.8,1.9,"Parade",0,TRUE
"T00470","Bus","Station_34","Station_22",3,"Cloudy",23.88,61.09,13.9,1.79,"No Event",0,FALSE
"T00471","Metro","Station_29","Station_28",5,"Rain",15.91,49.47,23.63,2.04,"Sports",0,TRUE
"T00472","Tram","Station_24","Station_47",20,"Storm",12.47,45.67,46.79,22.79,"No Event",0,TRUE
"T00473","Metro","Station_24","Station_45",3,"Rain",22.23,45.16,23.56,11.82,"No Event",0,FALSE
"T00474","Tram","Station_42","Station_22",4,"Cloudy",23.51,51.87,21.96,2.02,"Concert",0,FALSE
"T00475","Metro","Station_4","Station_43",9,"Snow",4.15,44.83,13.41,13.96,"Festival",0,TRUE
"T00476","Bus","Station_3","Station_19",15,"Clear",28.01,60.9,21.43,1.98,"No Event",0,TRUE
"T00477","Metro","Station_34","Station_8",14,"Snow",6.51,49.45,20.28,13.91,"Festival",0,TRUE
"T00478","Bus","Station_49","Station_8",6,"Cloudy",26.12,48.64,14.93,1.86,"No Event",0,TRUE
"T00479","Metro","Station_23","Station_42",6,"Fog",35.99,55.81,19.14,1.68,"Concert",0,TRUE
"T00480","Metro","Station_23","Station_26",2,"Snow",5.38,45.17,10.04,15.49,"No Event",0,FALSE
"T00481","Train","Station_45","Station_48",5,"Rain",14.03,42.43,18.46,NA,"No Event",0,TRUE
"T00482","Bus","Station_5","Station_26",11,"Rain",13.76,45.58,13.63,5.13,"No Event",0,TRUE
"T00483","Train","Station_31","Station_23",-1,"Clear",30.83,47.89,21.64,1.61,"No Event",0,FALSE
"T00484","Bus","Station_41","Station_43",4,"Rain",20.72,55.97,15.68,6.04,"No Event",0,FALSE
